編號,語別,詞語,語源,義項,詞類,等級,翻譯,分類,近義詞,反義詞,相關詞,附註
700447,24,cemekcek,700391,2400442,,,立樁,,,,,
700448,24,cemekecek,,2400443,,U,插,肢體動作,,,,
700449,24,cemekemekelj,700393,2400444,,,家族；親族,,,,,
700450,24,cemel,,2400445,,B,藥,,,,,
700450,24,cemel,,2400449,,B,葯物,物品(不含食品),,,,
700450,24,cemel,PAN29899,2400446,,U,雜草；草叢；荒野,,,,,
700450,24,cemel,PAN29899,2400448,,U,草,,,,,
700450,24,cemel,,2400447,,,垃圾,,,,,
700451,24,cemelak,700398,2400450,,,打開；使之開啟,,,,,
700452,24,cemelalaq,700402#2400390,2400451,,,打雷閃電,,,,,
700453,24,cemelcel,700403,2400452,,U,碰觸,28認知感官,,,,
700453,24,cemelcel,700403,2400453,,U,觸碰（如碰觸到身體）,認知感官,,,,
700454,24,cemelesay,,2400454,,,人名（男性）,,,,,
700456,24,cemelu,700404,2400455,,,拔下拔取,,,,,
700457,24,cemepalj,700508,2400456,,,劈柴,,,,,
700458,24,cemeperak,,2400457,,,撬開,,,,,
700461,24,cemerav,,2400458,,,睜眼,認知感官,,,,
700462,24,cemevecevelj,700529,2400459,,,正在埋葬,,,,,
700463,24,cemevelj,700529,2400460,,U,安葬,30生活作息,,,,
700463,24,cemevelj,700529,2400461,,U,掩埋,生活作息,,,,
700465,24,cemevulj,700536,2400462,,,以小米梗燻煙迎神,,,,,
700466,24,cemiacian,700543,2400463,,,正在煎,,,,,
700467,24,cemian,700543,2400464,,I,會煎…,30生活作息,,,,
700467,24,cemian,700543,2400465,,I,炒菜,肢體動作、生活作息,,,,
700467,24,cemian,700543,2400466,,I,炒（菜）,肢體動作,,,,
700467,24,cemian,700543,2400467,,I,炒（飯菜）,生活作息,,,,
700468,24,cemiding,,2400468,,,舉起,,,,,
700469,24,cemidjing,700549,2400469,,,舉起,,,,,
700471,24,cemikel,700551,2400470,,U,返回；折返,,,,,
700471,24,cemikel,700551,2400471,,U,折返,行動,,,,
700474,24,cemingas,700583,2400472,,,容易塞住,,,,,
700475,24,cemingu,700584,2400473,,,煮熟,,,,,
700476,24,cemingul,700585,2400474,,,將物品掛於高處,,,,,
700478,24,cemiuciur,,2400475,,,帶領著,,,,,
700479,24,cemkemkelj,,2400476,,,家人,,,,,
700480,24,cemljis,,2400477,,,刮苧麻,織布服飾,,,,
700481,24,cempeliv,700510,2400478,,,重新獲得…,,,,,
700481,24,cempeliv,700510,2400479,,,扭轉,肢體動作,,,,
700482,24,cemperak,704692,2400480,,,擊碎,,,,,
700483,24,cempis,700520,2400481,,,摘下,,,,,
700484,24,cempu,700521,2400482,,,編織、編作,,,,,
700485,24,cemqadj,700522,2400483,,,用刨及削製作木質材料,,,,,
700486,24,cemu,,2400484,,,腐壞（木材類）,,,,,
700487,24,cemual,700619#2400620,2400485,,,攻擊,,,,,
700488,24,cemugecug,,2400486,,U,撞到；撞擊某物,肢體動作,,,,
700488,24,cemugecug,,2400487,,U,撞到,肢體動作,,,,
700488,24,cemugecug,,2400488,,U,撞擊某物,其他,,,,
700489,24,cemukes,700628,2400489,,,立柱,,,,,
700490,24,cemuleq,,2400490,,,聲音震耳,,,,,
700491,24,cemuli,700633,2400491,,,嘔氣,,,,,
700492,24,cemulja,700636,2400492,,,容易餓,,,,,
700493,24,cemuljev,700638,2400493,,,巡行查看,,,,,
700494,24,cemulju,700639#2400642,2400494,,I,宰殺動物,30生活作息,,,,
700494,24,cemulju,700639#2400642,2400495,,I,殺牲畜,生活作息,,,,
700494,24,cemulju,700639#2400642,2400496,,I,殺豬,30生活作息,,,,
700495,24,cemululjan,700642,2400497,,,負傷…,,,,,
700496,24,cemungal,700646,2400498,,,跪下,,,,,
700497,24,cemunuq,700651#2400657,2400499,,,刻意使塌陷、催牆,,,,,
700498,24,cemuqus,700656,2400500,,,長莖,,,,,
700500,24,cemusu,700658,2400501,,,串,,,,,
700501,24,cemvak,700528,2400502,,,刨木,,,,,
700501,24,cemvak,700528,2400503,,,採石材,,,,,
700502,24,cemviq,700531,2400504,,,分割；割讓,,,,,
700502,24,cemviq,700531,2400505,,,閹割,,,,,
700503,24,cemvud,700534,2400506,,,湧出來,,,,,
700504,24,cemvulj,700536,2400507,,,冒濃煙,,,,,
700505,24,cengceng,,2400508,,,恰好,,,,,
700505,24,cengceng,,2400509,,,足夠,,,,,
700506,24,cengelaw,,2400510,,,陽光,,,,,
700507,24,cengelj,,2400511,,,午餐,,,,,
700507,24,cengelj,,2400512,,,午時,,,,,
700508,24,cepalj-,,2400513,,,具有｢劈柴｣之意,,,,,
700509,24,cepang-,,2400514,,,具有｢測量｣之意,,,,,
700510,24,cepeliv,,2400515,,,轉換；時節更替,,,,,
700510,24,cepeliv,,2400516,,,過年,,,,,
700511,24,cepeliven,700510,2400517,,,被…轉變,,,,,
700512,24,cepeljut,,2400518,,,具有｢摧毀、被…毀壞、破壞｣之意,,,,,
700513,24,cepeljuten,700512,2400519,,,毀掉,,,,,
700514,24,cepeljuti,700512,2400520,,,並且毀掉,,,,,
700515,24,cepeljutu,700512,2400521,,,毀掉吧,,,,,
700516,24,cepeng,,2400522,,I,竹簍,16狩獵,,,,
700516,24,cepeng,,2400523,,I,簍子,物品(不含食品),,,,
700516,24,cepeng,,2400524,,I,籃子,狩獵,,,,
700517,24,ceperak,,2400525,,,撬開,,,,,
700518,24,ceperuk,,2400526,,,啟開,,,,,
700519,24,cepes,,2400527,,,槍聲,,,,,
700520,24,cepis-,,2400528,,,具有｢摘取｣之意,,,,,
700521,24,cepu-,,2400529,,,具有｢編織｣之意,,,,,
700522,24,ceqadj,,2400530,,,具有｢製作木質材料｣之意,,,,,
700523,24,ceqalj,,2400531,,,具有｢輕、輕鬆｣之意,,,,,
700524,24,ceqeljap,,2400532,,U,刀鞘；刀,,,,,
700526,24,ceris,,2400533,,,火柴,,,,,
700527,24,ceva,,2400534,,,斷崖,,,,,
700528,24,cevak-,,2400535,,,具有｢獲取｣之意,,,,,
700529,24,cevelj-,,2400536,,,具有｢掩埋、安葬、喪葬費｣之意,,,,,
700530,24,ceviceviq,700531,2400537,,,缺口,,,,,
700531,24,ceviq,707775,2400538,,,片；塊；缺口；部分；切（分）割,,,,,
700532,24,cevucevudan,700534,2400539,,,湧泉、源頭,,,,,
700533,24,cevucevungan,700539,2400540,,,會見,,,,,
700534,24,cevud-,PAN25892,2400541,,,具有｢湧出、湧泉、源頭｣之意,,,,,
700535,24,cevudan,700534,2400542,,,湧出來（雨後間歇湧出）,,,,,
700536,24,cevulj,PAN29954,2400543,,S,煙（因燃燒而產生的煙）,11自然景觀,,,,
700536,24,cevulj,PAN29954,2400544,,S,煙,自然景觀,,,,
700537,24,cevuljen,700536,2400545,,,用煙燻驅趕地洞裡的獵物,,,,,
700538,24,cevung,,2400546,,,對手,,,,,
700539,24,cevung-,PAN30243,2400547,,,具有｢迎接、約會、會面｣之意,,,,,
700542,24,cia,,2400548,,,白鼻心,,,,,
700543,24,cian-,,2400549,,,具有｢煎煮｣之意,,,,,
700544,24,cianu,700543,2400550,,,煎…,,,,,
700545,24,ciar,,2400551,,,果樹之花,,,,,
700546,24,ci’av,,2400552,,B,魚,動物(含昆蟲),,,,
700547,24,ciayucan,,2400553,,,加油站,,,,,
700548,24,cidilj-,,2400554,,,具有｢獨自一人｣之意,,,,,
700549,24,cidjing-,,2400555,,,具有｢用手舉起｣之意,,,,,
700550,24,cikel,,2400556,,,具有講述；故事；道理之意,,,,,
700551,24,cikel-,,2400557,,,具有｢返回、復合、折返、取消｣之意,,,,,
700552,24,cikelu,700551,2400558,,,回來吧！,,,,,
700553,24,cikeng,,2400559,,,水缸,,,,,
700554,24,ciki,,2400560,,B,青蛙,動物(含昆蟲),,,,
700555,24,cilalongay,,2400561,,,吉拉龍噯部落,,,,,
700556,24,cili,,2400562,,,地理,,,,,
700557,24,ciljuqan,700558,2400563,,,受孕,,,,,
700558,24,ciluq,,2400564,,,懷孕（大肚子的狀態）,,,,,
700560,24,cimed,,2400565,,,仇敵,,,,,
700563,24,cinabiljaqan,700269,2400566,,,被打巴掌,,,,,
700564,24,cinacan,,2400567,,,放入；加添,,,,,
700565,24,cinakavan,700308,2400568,,,遭小偷,,,,,
700566,24,cinalivatan,,2400569,,,過往經歷,,,,,
700567,24,cinaljameq,700322,2400570,,,被蛀壞,,,,,
700568,24,cinaljed,700326,2400571,,,螫了…,,,,,
700569,24,cinapan,700342,2400572,,,烤的,,,,,
700570,24,cinapel,700346,2400573,,,縫補了,,,,,
700571,24,cinaqevan,700353,2400574,,,蓋住了,,,,,
700572,24,cinavu,700375,2400575,,,傳統美食（專有名詞）,,,,,
700572,24,cinavu,700375,2400576,,,芋粉粽,,,,,
700573,24,cinavulid,700377,2400577,,,扛下來,,,,,
700574,24,cindapan,700381,2400578,,,被削過、被切過,,,,,
700575,24,cinedapan,700381,2400579,,,被削,,,,,
700576,24,cineged,700385,2400580,,,有被邀請,,,,,
700577,24,cinekav,700309,2400581,,,被偷,,,,,
700577,24,cinekav,700309,2400582,,,贓物,,,,,
700578,24,cinekecekan,700391,2400583,,,立柱之處,,,,,
700579,24,cinelcel,700403,2400584,,,被碰觸的,,,,,
700580,24,cinemasan,,2400585,,,神蹟,,,,,
700582,24,cinevelj,700529,2400586,,,埋藏,,,,,
700583,24,cingas,PAN25925,2400587,,S,（塞在牙縫的）屑渣,09物品(不含食品),,,,
700583,24,cingas,PAN25925,2400588,,S,卡在牙縫之物,物品(不含食品),,,,
700584,24,cingu-,,2400589,,,具有｢煮熟｣之意,,,,,
700585,24,cingul-,,2400590,,,具有｢置物於高處｣之意,,,,,
700586,24,cinguu,700584,2400591,,,請你煮飯,,,,,
700587,24,cinipilj,,2400592,,,摺疊,其他,,,,
700588,24,cinpeliv,700510,2400593,,,被轉向,,,,,
700589,24,cinpeljut,700512,2400594,,,被…毀壞,,,,,
700590,24,cinpis,700520,2400595,,,被摘下,,,,,
700591,24,cinpu,700521,2400596,,,編織品,,,,,
700594,24,cinuljevanga,700638,2400597,,,巡查過,,,,,
700595,24,cinulju,700639#2400643,2400598,,,宰殺的肉品,,,,,
700596,24,cinunan,,2400599,,,獵人,,,,,
700597,24,cinusu,700658,2400600,,,串成,,,,,
700598,24,cinuveljan,,2400601,,,巡行…跡象,,,,,
700599,24,cipir,,2400602,,,石虎,,,,,
700600,24,ciqav,,2400603,,,魚,,,,,
700602,24,ciqeljapen,,2400604,,,刀鞘的,,,,,
700603,24,ciquljadj,,2400605,,,燕子,,,,,
700606,24,ciupan,,2400606,,,鐵皮,,,,,
700607,24,ciuru,,2400607,,,長老,,,,,
700608,24,ciuru kiukai,700607,2400608,,,長老教會,,,,,
700609,24,ciusing,,2400609,,,中心,,,,,
700610,24,civan,,2400610,,,煮小米用的攪拌匙,,,,,
700610,24,civan,,2400611,,,船槳,,,,,
700611,24,civanen,,2400612,,,攪棒,,,,,
700612,24,civungvung,,2400613,,,孑孓,,,,,
700614,24,cuacuai,700618,2400614,,,很久,,,,,
700615,24,cuacuay anga,,2400615,,,很久了；很長一段時間,,,,,
700616,24,cuacuayanga,,2400616,,,很久了；一段時間了,,,,,
700616,24,cuacuayanga,,2400617,,,已經非常久了,,,,,
700617,24,cuacuayanga sun,,2400618,,,你已經很久了,,,,,
700618,24,cuai,,2400619,,,久,,,,,
700619,24,cual,,2400620,,,具有｢攻擊｣之意,,,,,
700619,24,cual,,2400621,,,具有｢仿效、模仿｣之意,,,,,
700620,24,cuay,,2400622,,U,久的,特徵,,,,
700621,24,cuayanga,,2400623,,,已經很久了,,,,,
700623,24,cugagang,,2400624,,,男子名,,,,,
700624,24,cugcug-,,2400625,,,具有｢撞擊、遭撞擊｣之意,,,,,
700625,24,cugiki,,2400626,,,接枝,,,,,
700626,24,cukau,,2400627,,,使用,,,,,
700627,24,cukenu,,2400628,,,叩頭蟲,,,,,
700628,24,cukes,,2400629,,,柱子；主柱；柱界,,,,,
700629,24,cukui,,2400630,,,飯桌,,,,,
700629,24,cukui,,2400631,,,桌子,身體部位,,,,
700630,24,cukunu,,2400632,,,愛玉,,,,,
700631,24,cukuy,JPN256,2400633,,,桌子,物品(不含食品),,,,
700632,24,culeq,,2400634,,,聾；不聽話,,,,,
700632,24,culeq,,2400635,,,啄木鳥,,,,,
700633,24,culi,,2400636,,,嘔氣；生氣,,,,,
700634,24,culiculi,700633,2400637,,,容易生氣,,,,,
700635,24,culj,,2400638,,U,肥料,農耕,,,,
700636,24,culja-,,2400639,,,具有｢飢餓｣之意,,,,,
700637,24,culjain,700636,2400640,,,使…飢餓,,,,,
700638,24,culjev-,,2400641,,,具有｢巡行｣之意,,,,,
700639,24,culju,,2400642,,,具有｢宰殺動物｣之意,,,,,
700639,24,culju,PAN25936,2400643,,,具有｢燙、炎熱｣之意,,,,,
700640,24,culjui,,2400644,,,竹杯,,,,,
700641,24,culjuk,,2400645,,,條狀糯米製糕點,,,,,
700641,24,culjuk,,2400646,,,條型米糕,,,,,
700642,24,cululj,,2400647,,,傷,,,,,
700643,24,cumai,,2400648,,,熊,,,,,
700643,24,cumai,,2400649,,,熊；男名,,,,,
700644,24,cumay,PAN29900,2400650,,I,熊,動物(含昆蟲),,,,
700645,24,cun,,2400651,,,看；看到；看見,,,,,
700646,24,cungal,,2400652,,I,膝蓋,身體部位,,,,
700647,24,cungiri,,2400653,,,斜視,,,,,
700648,24,cungtung,,2400654,,,總統,,,,,
700649,24,cungu-,,2400655,,,具有｢起火｣之意,,,,,
700650,24,cunguljan,,2400656,,,親戚,,,,,
700651,24,cunuq,,2400657,,,土石流；崩坍；塌陷,,,,,
700651,24,cunuq,,2400658,,,男子名,,,,,
700652,24,cuparan,,2400659,,S,在來米,食物(非植物),,,,
700654,24,cuqelalj,PAN25940,2400660,,,骨頭,,,,,
700655,24,cuqu,PAN33899,2400661,,,茄苳樹,,,,,
700656,24,cuqus,,2400662,,,莖；柄,,,,,
700657,24,curucuruyin,,2400663,,,接起來,,,,,
700658,24,cusu-,PAN25944,2400664,,,具有｢串、串成｣之意,,,,,
700659,24,cu’us,,2400665,,,梗,物品(不含食品),,,,
700660,24,cuvu’,PAN25930,2400666,,I,竹筍,植物,,,,
700660,24,cuvu’,PAN25930,2400667,,U,豆芽,植物,,,,
700661,24,cuvung-,,2400668,,,具有｢成年、完成、足夠｣之意,,,,,
700662,24,cuvuq,,2400669,,,竹筍；芽；發芽,,,,,
700663,24,cuvuqan,700662,2400670,,,長出來、竹筍,,,,,
700664,24,cuzuku,707974,2400671,,,鄒族,,,,,
700665,24,daigaku,JPN045,2400672,,,大學,,,,,
700666,24,daihiu,,2400673,,,鄉民代表,,,,,
700667,24,daikung,JPN046,2400674,,U,胡蘿蔔,植物,,,,
700668,24,daikusang,,2400675,,,師匠,,,,,
700669,24,daiman,,2400676,,,巫師,宗教,,,,
700670,24,dainamaitu,,2400677,,,炸藥,,,,,
700672,24,dalek,,2400678,,S,水滴；霚水；露水,11自然景觀,,,,
700672,24,dalek,,2400679,,S,水滴,自然景觀,,,,
700674,24,daljepan,700733,2400680,,,原來如此,,,,,
700675,24,dalut,,2400681,,,濕滑,,,,,
700675,24,dalut,,2400682,,,滑,特徵,,,,
700676,24,dangadangas,700677#2400685,2400683,,,懸崖,,,,,
700676,24,dangadangas,700677#2400685,2400684,,,桌子邊緣,,,,,
700677,24,dangas,,2400685,,,具有｢邊緣、懸崖｣之意,,,,,
700677,24,dangas,,2400686,,,具有｢編製｣之意,,,,,
700678,24,dangdang,,2400687,,,開墾新地,,,,,
700679,24,dangdangu,700678,2400688,,,把草砍光,,,,,
700680,24,daqai,,2400689,,,具有｢幸好｣之意,,,,,
700681,24,daudav-,,2400690,,,具有｢好表現、乖巧｣之意,,,,,
700682,24,daudavan,700681,2400691,,,好表現,,,,,
700683,24,dauljai,,2400692,,,土密樹,,,,,
700684,24,david,,2400693,,,大衛,,,,,
700686,24,dedet,700697,2400694,,S,近,32特徵,,,,
700686,24,dedet,700697,2400695,,S,近親,32特徵,,,,
700687,24,deljep,,2400696,,S,牆壁,建築,,,,
700688,24,demalek,700672,2400697,,,下水滴；下雨滴,,,,,
700689,24,demangadangas,700677#2400685,2400698,,,修籃子（編製品）邊緣,,,,,
700690,24,demangas,700677#2400686,2400699,,,編製,,,,,
700691,24,demangdang,700678,2400700,,,砍草；砍草劈新田,,,,,
700692,24,demaqut,,2400701,,,芋頭收成的整理分類,,,,,
700693,24,deminudu,700964,2400702,,,令人發怒,,,,,
700694,24,demudu,700964,2400703,,,讓人生氣的,,,,,
700695,24,demulat,,2400704,,,（用腳）踏,肢體動作,,,,
700696,24,dengec,704075,2400705,,,殘屑,,,,,
700697,24,det,,2400706,,,近；靠近,,,,,
700700,24,dinangdangananga,700678,2400707,,,已經砍乾淨了,,,,,
700702,24,dingki,JPN051,2400709,,U,電燈,,,,,
700702,24,dingki,JPN051,2400708,,,電,,,,,
700704,24,dingwa,,2400710,,B,電話,,,,,
700705,24,dinljepan,700687,2400711,,,安坡部落,,,,,
700706,24,dinumulj a ’ipu,,2400712,,S,土堆,山川地理,,,,
700707,24,dinuviduv,,2400713,,,翻攪,,,,,
700708,24,dirmudrimusan,,2400714,,,毛毛蟲,,,,,
700709,24,diu’,,2400715,,,醬料,食物(非植物),,,,
700710,24,djadjalan,700724,2400716,,,同伴,,,,,
700711,24,djadjas-,,2400717,,,具有｢拿著、抓住、託付｣之意,,,,,
700712,24,djadjasu,700711,2400718,,,請你抓著,,,,,
700713,24,djadjavay,,2400719,,,謝謝；感謝,,,,,
700714,24,djadjeljek,,2400720,,,親近,,,,,
700715,24,djadjiljaq,,2400721,,,四腳蛇,,,,,
700716,24,djadjiqesen,700867,2400722,,,等要澆水,,,,,
700717,24,djadjuljatan,700884,2400723,,,刺球場,,,,,
700718,24,dja’is,PAN29842,2400724,,I,額頭,身體部位,,,,
700720,24,djakuc-,,2400725,,,具有｢用手拿取｣之意,,,,,
700721,24,djakucen,700720,2400726,,,用手拿,,,,,
700722,24,djakucu,700720,2400727,,,請你抓；撈,,,,,
700724,24,djalan,PAN30439,2400728,,I,路；道路；馬路,10山川地理,,,,
700724,24,djalan,PAN30439,2400729,,I,道路,山川地理,,,,
700724,24,djalan,PAN30439,2400730,,I,路,10山川地理,,,,
700724,24,djalan,PAN30439,2400731,,I,路上,10山川地理,,,,
700725,24,djalim-,,2400732,,,具有｢仰慕｣之意 （用於男性對女性的仰慕）,,,,,
700726,24,djaljav,,2400733,,S,快、立即,32特徵,,,,
700726,24,djaljav,,2400734,,S,很快,特徵,,,,
700726,24,djaljav,,2400735,,S,快,32特徵,,,,
700728,24,djaljdjalj,,2400736,,,第二順位；僅次於,,,,,
700729,24,djaljedalj,,2400737,,,第二個；接續,,,,,
700730,24,djaljedjalj,,2400738,,,第二、次子,,,,,
700731,24,djaljeng-,,2400739,,,具有｢一束、一把、揉成…｣之意,,,,,
700733,24,djaljep-,,2400740,,,具有｢適合｣之意,,,,,
700734,24,djaljingungu,,2400741,,,水雞油,,,,,
700735,24,djaljun,,2400742,,I,達到,,,,,
700736,24,djaljun-,,2400743,,,具有｢達成、到達、成就｣之意,,,,,
700737,24,djaljunen,700736,2400744,,,達成,,,,,
700738,24,djaljunuanga,700736,2400745,,,請你務必到達某地或與某人所在之處,,,,,
700741,24,djama-,,2400746,,,具有｢破曉時分｣之意 破曉時分、黎明之時,,,,,
700742,24,djamai,700743,2400747,,,菜餚,,,,,
700743,24,djamai-,,2400748,,,具有｢菜餚、吃菜、做菜｣之意,,,,,
700745,24,djamay,,2400749,,I,菜餚,食物(非植物),,,,
700745,24,djamay,,2400750,,I,菜,21食物(非植物),,,,
700746,24,djameq-,,2400751,,,具有｢抓到、逮捕｣之意,,,,,
700747,24,djameqen,,2400752,,,被抓；被捕,,,,,
700750,24,djamu’,PAN30027,2400753,,I,血,身體部位,,,,
700751,24,djamudjamuqan,700752,2400754,,,全身沾有血跡,,,,,
700752,24,djamuq,,2400755,,,血,,,,,
700754,24,djanav,,2400756,,S,男子名,10山川地理,,,,
700754,24,djanav,,2400757,,S,湖泊,山川地理,,,,
700755,24,djanaw,,2400758,,S,男子名,,,,,
700756,24,djapalj,PAN30010,2400759,,B,大腿,身體部位,,,,
700757,24,djapes,,2400760,,,具有｢吹着、吹起、吹氣｣之意,,,,,
700758,24,djapesen,700757,2400761,,,吹起來,,,,,
700759,24,djapesu,700757,2400762,,,請你吹起…,,,,,
700760,24,djaq,PAN30287,2400763,,,月經,,,,,
700761,24,djaqas,,2400764,,,九芎樹,,,,,
700762,24,djaqis,,2400765,,,額頭,,,,,
700763,24,djaqup-,,2400766,,,具有｢撫摸｣之意,,,,,
700764,24,djaqupen,700763,2400767,,,安撫,,,,,
700765,24,djaraljap,,2400768,,,榕樹葉,,,,,
700765,24,djaraljap,,2400769,,,榕樹,,,,,
700766,24,djaravac,,2400770,,U,逛一逛,行動,,,,
700767,24,djarunu’,,2400771,,S,木耳,植物,,,,
700768,24,djarunuq,,2400772,,,木耳,,,,,
700769,24,djaudjaw,,2400773,,,地瓜葉,,,,,
700770,24,djaulj,,2400774,,,男子名,,,,,
700771,24,djaulj-,,2400775,,,具有｢招來、挑釁｣之意,,,,,
700772,24,djaum,PAN30443,2400776,,,針,,,,,
700773,24,djaung,,2400777,,,具有｢死亡｣之意,,,,,
700773,24,djaung,,2400778,,,具有｢醃製…｣之意,,,,,
700774,24,djaungen,700773#2400778,2400779,,,醃製,,,,,
700775,24,djaungu,,2400780,,,醃漬（祈使）,生活作息,,,,
700776,24,djavac,,2400781,,,走路；走過；讓路；以步伐測量,,,,,
700777,24,djavadjavai,700778#2400784,2400782,,,辛苦了,,,,,
700777,24,djavadjavai,700778#2400784,2400783,,,對不起，抱歉,,,,,
700778,24,djavai,,2400784,,,感謝；進展；辛苦了,,,,,
700778,24,djavai,,2400785,,,對不起；抱歉之意,,,,,
700779,24,djegel,,2400786,,,頸鍊,,,,,
700780,24,djekap,,2400787,,,腳印,,,,,
700781,24,djekec,,2400788,,,鍋巴,,,,,
700782,24,djekec-,PAN30621,2400789,,,具有｢黏｣之意,,,,,
700783,24,djekecan,700782,2400790,,,蛀牙,,,,,
700783,24,djekecan,700782,2400791,,,罹患,,,,,
700784,24,djekuac,,2400792,,,腳步,,,,,
700785,24,djekuac-,,2400793,,,具有｢以步伐量距｣之意,,,,,
700786,24,djele-,,2400794,,,具有｢準備、為…而準備｣之意,,,,,
700787,24,djeli,,2400795,,,笑；笑聲,,,,,
700788,24,djeljapa,,2400796,,,趴著,,,,,
700789,24,djeljep,,2400797,,,屋牆,,,,,
700793,24,djemadjas,,2400798,,,拿著,,,,,
700793,24,djemadjas,,2400799,,,抓住；制伏,,,,,
700795,24,djemakuc,700720,2400800,,,用手抓,,,,,
700796,24,djemaladjalan,700724,2400801,,,沿路,,,,,
700798,24,djemaljeng,700731,2400802,,,揉成一束,,,,,
700799,24,djemaljun,700736,2400803,,I,到達,25行動,,,,
700799,24,djemaljun,700736,2400804,,I,抵達,行動,,,,
700800,24,djemamai,700743,2400805,,,配菜,,,,,
700801,24,djemame’,,2400806,,S,抓（如抓到動物）,肢體動作,,,,
700802,24,djemameq,700746,2400807,,S,抓到,,,,,
700803,24,djemapedjapes,700757,2400808,,,正在吹起,,,,,
700805,24,djemapes,700757,2400809,,U,吹着,26肢體動作,,,,
700805,24,djemapes,700757,2400810,,U,吹,肢體動作,,,,
700807,24,djemaqup,700763,2400811,,,摸臉,,,,,
700809,24,djemaulj,700771,2400812,,U,招來,28認知感官,,,,
700809,24,djemaulj,700771,2400813,,U,叫喚（如餵雞前會叫喚）,認知感官,,,,
700810,24,djemaung,700773#2400778,2400814,,U,醃製…,30生活作息,,,,
700811,24,djemavac,700776,2400815,,B,走路,行動,,,,
700812,24,djemavadjavac,700776,2400816,,,正在走路,,,,,
700814,24,djemdjem-,,2400817,,,具有｢吃完、吃光光、被吃掉｣之意,,,,,
700818,24,djemekec,,2400818,,,弄髒,,,,,
700819,24,djemeli,700787,2400819,,S,笑,特徵,,,,
700820,24,djemelidjeli,700787,2400820,,,微笑,,,,,
700821,24,djemeljep,700789,2400821,,,建屋牆,,,,,
700824,24,djemilai,700848,2400822,,,吐痰,,,,,
700826,24,djemiljidjiljing,700852,2400823,,,正在舔,,,,,
700827,24,djemiljing,700852,2400824,,S,舔,認知感官,,,,
700828,24,djemiqedjiqes,700867,2400825,,,正在澆水,,,,,
700829,24,djemiqes,700867,2400826,,,澆水,,,,,
700830,24,djemivic,700871#2400864,2400827,,,摸的到,,,,,
700831,24,djemkep,PAN25992,2400828,,I,捕抓,肢體動作,,,,
700833,24,djemukul,700880,2400829,,S,即打、毆打,26肢體動作,,,,
700835,24,djemuling,,2400830,,,充電,,,,,
700836,24,djemuljat,700884,2400831,,,刺球,,,,,
700837,24,djemulu,,2400832,,,馘首,,,,,
700839,24,djemumudjumulj,700889#2400882,2400833,,,正在堆放,,,,,
700840,24,djemumulj,,2400834,,,堆積,肢體動作,,,,
700841,24,djemu’udju’,,2400835,,,踩踏,肢體動作,,,,
700843,24,djengec,,2400836,,,女性神人名,,,,,
700844,24,djepelang,,2400837,,,水藻,,,,,
700845,24,djerapalj,,2400838,,,懸崖,,,,,
700846,24,djerav,,2400839,,,含有鐵銹的水,,,,,
700847,24,djerenav-,,2400840,,,表示溶化、融化之意,,,,,
700848,24,djilai,,2400841,,,痰,,,,,
700850,24,djilj,,2400842,,S,屁股,06身體部位,,,,
700850,24,djilj,,2400843,,S,（屁股）,身體部位,,,,
700851,24,djilje’i,,2400844,,,岩石,山川地理,,,,
700852,24,djiljing-,,2400845,,,具有｢舔｣之意,,,,,
700853,24,djiljingan,700852,2400846,,,被舔舐,,,,,
700854,24,djilung,,2400847,,,陶甕,,,,,
700855,24,djinakuc,700720,2400848,,,曾用手抓（食）,,,,,
700856,24,djinameq,700746,2400849,,,被逮捕,,,,,
700857,24,djinapes,700757,2400850,,,被吹了,,,,,
700858,24,djinavacan,700776,2400851,,,所走過的,,,,,
700859,24,djineljepan,,2400852,,,安坡（部落名稱）,,,,,
700860,24,djinemedjem,,2400853,,,被吃得清光,,,,,
700861,24,djinukul,700880,2400854,,,曾經被打,,,,,
700861,24,djinukul,700880,2400855,,,芋頭糕,,,,,
700862,24,djinukulan,700880,2400856,,,被打的傷痕,,,,,
700862,24,djinukulan,700880,2400857,,,毆打,,,,,
700863,24,djinumak,,2400858,,,找到,其他,,,,
700864,24,djinumulj,700889#2400882,2400859,,S,被堆積的,26肢體動作,,,,
700867,24,djiqes-,,2400860,,,具有｢澆水｣之意,,,,,
700868,24,djiqesen,700867,2400861,,,用水…,,,,,
700870,24,djiuq,,2400862,,,醬油,,,,,
700871,24,djivic,,2400863,,,高處的..物品,,,,,
700871,24,djivic,,2400864,,,具有｢摸、觸摸、可拿到｣之意,,,,,
700872,24,djivicen,700871#2400864,2400865,,,觸的到；預設的目標,,,,,
700873,24,djivicu,700871#2400864,2400866,,,請你拿下來,,,,,
700874,24,djuadjuay,,2400867,,S,糯米,食物(非植物),,,,
700875,24,djui,PAN30100,2400868,,,刺,,,,,
700876,24,djuidjuian,700875,2400869,,,有刺的；有荊棘的,,,,,
700877,24,djuis,,2400870,,U,山櫻花,植物,,,,
700878,24,djukic,,2400871,,,黏着劑,,,,,
700880,24,djukul,,2400872,,,棍子；被打,,,,,
700881,24,djukulen,700880,2400873,,,被…打,,,,,
700882,24,djulis,,2400874,,,紅藜,,,,,
700882,24,djulis,,2400875,,,藜麥,,,,,
700883,24,djuljam,,2400876,,,手氣好的男人,,,,,
700884,24,djuljat,,2400877,,,刺球竿,,,,,
700885,24,djulu-,,2400878,,,具有｢容易｣之意,,,,,
